dataset;classifier;model-id;validation;accuracy;precision-micro;precision-macro;precision-weighted;recall-micro;recall-macro;recall-weighted;f1-score-micro;f1-score-macro;f1-score-weighted;auc-roc;explainer;removed_events_relevance;removed_events_num;explanation-time-avg;explanation-time-total;time-stamp
bpi2013i_raw;LSTM;1;split-0.8;0.65;0.65;0.41110521662245797;0.6190097259062777;0.65;0.4451851851851852;0.65;0.65;0.4212605042016807;0.6283338426279602;0.891875849652069;lrp;normal;1;0.037548660000000005;3.7548660000000003;2021-03-07T17:05:50.377617+01:00
bpi2013i_raw;LSTM;1;split-0.8;0.65;0.65;0.41110521662245797;0.6190097259062777;0.65;0.4451851851851852;0.65;0.65;0.4212605042016807;0.6283338426279602;0.891875849652069;lime;normal;1;8.95815065;1791.63013;2021-03-07T17:41:58.625565+01:00
