dataset;classifier;model-id;validation;accuracy;precision-micro;precision-macro;precision-weighted;recall-micro;recall-macro;recall-weighted;f1-score-micro;f1-score-macro;f1-score-weighted;auc-roc;explainer;removed_events_relevance;removed_events_num;explanation-time-avg;explanation-time-total;time-stamp
bpi2012_complete_raw;LSTM;1;split-0.8;0.84;0.84;0.6992063492063492;0.8197857142857142;0.84;0.6291005291005292;0.84;0.8399999999999999;0.6423793490460157;0.8171474747474747;0.9794507381489918;lrp;normal;1;0.050385550000000015;5.0385550000000014;2021-03-07T15:22:50.180326+01:00
bpi2012_complete_raw;LSTM;1;split-0.8;0.84;0.84;0.6992063492063492;0.8197857142857142;0.84;0.6291005291005292;0.84;0.8399999999999999;0.6423793490460157;0.8171474747474747;0.9794507381489918;lime;normal;1;9.116420335;1823.2840670000003;2021-03-07T15:54:43.675995+01:00
